"BOOK_ID","ACCESSION_DATE","ACC_DATE_STAND","DISCARD_DATE","DISC_DATE_STAND","ACCESSION_NUMBER","DUP_ACC","AUTHOR","TITLE","PUBLISHER","WHERE_PUBLISHED","DATE_PUBLISHED","NUM_VOLS","SIZE","NUM_PAGES","BINDING_TYPE_ID","PROVENANCE","COST_DENOM_ID","COST_FULL","COST_US","COST_UK","ORIGIN_ID","ADDITIONAL_INFO","REVIEW_NOTES","LEDGER_NUM","LEDGER_PAGE_NUM","LAST_MODIFIED","BOOKS_OCLC_ID","DMR_LINK_CODE","DMR_DIRECT_CODE","OLD_DMR_DIRECT_CODE"
"10320","1893 Feb 22","1893-02-22",,,"8636","0","Haggard_ Rider","Eric Bright Eyes",,"N. York_","1891","1","16","308","2","M[illegible] B[illegible]",,,"0.00",,"1",,,"1","167","2011-01-25 11:54:32","9683","AC01_167","596","&CISOPTR=681&CISOSHOW=596"
"10321","Oct 26, 1900","1900-10-26",,,"12392","0",,"Electrical Age","Electrical Age Pub. Co.","N. York","1896","18","Folio","772","1","City",,,"0.00",,"1",,,"2","16","2011-02-18 12:05:41","9684","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10322","Oct 26, 1900","1900-10-26",,,"12393","0",,"Electrical Age","Electrical Age Pub. Co.","N. York","1897","19","Folio","416","1","City",,,"0.00",,"1",,,"2","16","2011-02-18 12:05:25","9685","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10323","Oct 26, 1900","1900-10-26",,,"12394","0",,"Electrical Age","Electrical Age Pub. Co.","N. York","1897","20","Folio","383","1","City",,,"0.00",,"1",,,"2","16","2011-02-18 12:05:05","9686","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10324","Oct 26, 1900","1900-10-26",,,"12395","0",,"Harper's round table","Harper and Bros","New York","1897-98","1","8","576","1","City",,,"0.00",,"1",,,"2","16","2011-02-15 14:56:11","9687","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10325","Oct 26, 1900","1900-10-26",,,"12396","0",,"Harper's round table","Harper and Bros","New York","1898-99","2","8","592","1","City",,,"0.00",,"1",,,"2","16","2011-02-15 14:56:41","9688","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10326","Oct 26, 1900","1900-10-26",,,"12397","0",,"Literary Digest","Funk & Wagnalls","N. York","1894","9","Folio","780","1","Mrs. Frank Ellis",,,"0.00",,"1",,,"2","16","2011-02-22 09:15:25","9689","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10327","Jan 25 1888","1888-01-25",,,"6414","0",,"House Miscl 2nd Sess 48th Cong Consular Rept",,"Washington D. C.","1884-5","10","8","767","7","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:28:10","9690","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10328","Oct 26, 1900","1900-10-26",,,"12398","0",,"Literary Digest","Funk & Wagnalls","N. York","1894-95","10","Folio","780","1","Mrs. Frank Ellis",,,"0.00",,"1",,,"2","16","2011-02-22 09:15:12","9691","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10329","July 12 1877","1877-07-12",,,"3028","0",,"House Rept Sec Comp. Currency 1st Sess 44th Cong.",,"Washington D.C.","1876","1","8","1009","7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 11:52:38","9692","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10330","July 12 1877","1877-07-12",,,"3029","0",,"House Rept Estimates of Apropirations 44th Cong.",,"Washington D.C.","1876","1","4","457","7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 11:55:24","9693","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10331","July 12 1877","1877-07-12",,,"3030","0",,"House Rept Labor in Europe & Am. 44th Cong.",,"Washington D.C.","1876","1","8","864","7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 11:56:06","9694","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10332","July 12 1877","1877-07-12",,,"3031","0",,"House Rept 1st Sess 44th Cong.",,"Washington D.C.","1876","1","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 11:58:59","9695","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10333","July 12 1877","1877-07-12",,,"3032","0",,"House Rept 1st Sess 44th Cong.",,"Washington D.C.","1876","1","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 11:59:49","9696","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10334","Oct 26, 1900","1900-10-26",,,"12399","0",,"Literary Digest","Funk & Wagnalls","N. York","1895","11","Folio","779","1","Mrs. Frank Ellis",,,"0.00",,"1",,,"2","16","2011-02-22 09:15:52","9697","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10335","Oct 26, 1900","1900-10-26",,,"12400","0",,"Literary Digest","Funk & Wagnalls","N. York","1895-96","12","Folio","781","1","Mrs. Frank Ellis",,,"0.00",,"1",,,"2","16","2011-02-22 09:16:34","9698","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10336","July 12 1877","1877-07-12",,,"3033","0",,"House Rept Com. & Nav. 1st Sess 44th Cong.",,"Washington D.C.","1876","1","8","1056","7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:02:45","9699","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10337","Oct 26, 1900","1900-10-26",,,"12401","0",,"Literary Digest","Funk & Wagnalls","N. York","1896","13","Folio","864","1","Mrs. Frank Ellis",,,"0.00",,"1",,,"2","16","2011-02-22 09:17:10","9700","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10338","Oct 26, 1900","1900-10-26",,,"12402","0",,"Literary Digest","Funk & Wagnalls","N. York","1898","16","Folio","780","1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:17:38","9701","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10339","July 12 1877","1877-07-12",,,"3034","0",,"House Rept Commercial Rel. 1st Sess 44th Cong.",,"Washington D.C.","1876","1","8","1444","7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:03:58","9702","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10340","Oct 26, 1900","1900-10-26",,,"12405","0",,"Literary Digest","Funk & Wagnalls","N. York","1898","17","Folio","792","1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:18:23","9703","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10341","July 12 1877","1877-07-12",,,"3035","0",,"House Rept Offers For Carrying the Mails 44th Cong.",,"Washington D.C.","1876","1","8","1414","7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:08:51","9704","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10342","Oct 26, 1900","1900-10-26",,,"12406","0",,"Literary Digest","Funk & Wagnalls","N. York","1899","18","Folio","746","1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:18:50","9705","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10343","July 12 1877","1877-07-12",,,"3036","0",,"House Rept Vienna International Exhibition 44th Cong.",,"Washington D.C.","1876","I","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:09:36","9706","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10344","Oct 26, 1900","1900-10-26",,,"12407","0",,"Literary Digest","Funk & Wagnalls","N. York","1899","19","Folio","826","1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:19:23","9707","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10345","July 12 1877","1877-07-12",,,"3037","0",,"House Rept Vienna International Exhibition 44th Cong.",,"Washington D.C.","1876","II","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:09:57","9708","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10346","July 12 1877","1877-07-12",,,"3038","0",,"House Rept Vienna International Exhbition 44th Cong.",,"Washington D.C.","1876","III","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:10:16","9709","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10347","July 12 1877","1877-07-12",,,"3039","0",,"House Rept Vienna International Exhibition 44th Cong.",,"Washington D.C.","1876","IV","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:10:35","9710","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10348","July 12 1877","1877-07-12",,,"3040","0",,"House Reports 1st Sess 44th Cong.",,"Washington D.C.","1876","1","8",,"7","J. Chandler",,,"0.00",,"1",,,"1","80","2010-11-03 12:13:00","9711","AC01_080","509","&CISOPTR=681&CISOSHOW=509"
"10349","Oct 26, 1900","1900-10-26",,,"12408","0",,"New York Tribune",,"N. York","1896","49-50","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:23:26","9712","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10350","Oct 26, 1900","1900-10-26",,,"12409","0",,"New York Tribune",,"N. York","1896","50","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:24:15","9713","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10351","Oct 26, 1900","1900-10-26",,,"12410","0",,"New York Tribune",,"N. York","1897","50-51","Folio","0","1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:25:15","9714","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10352","Oct 26, 1900","1900-10-26",,,"12411","0",,"New York Tribune",,"N. York","1897","51","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:26:06","9715","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10353","Oct 26, 1900","1900-10-26",,,"12412","0",,"New York Tribune",,"N. York","1898","51-52","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:26:40","9716","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10354","Oct 26, 1900","1900-10-26",,,"12413","0",,"New York Tribune",,"N. York","1898","52","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:27:05","9717","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10355","Oct 26, 1900","1900-10-26",,,"12414","0",,"New York Tribune",,"N. York","1899","62-63","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:27:34","9718","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10356","Oct 26, 1900","1900-10-26",,,"12415","0",,"New York Tribune",,"N. York","1899","53","Folio",,"1","City",,,"0.00",,"1",,,"2","16","2011-02-22 09:28:01","9719","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10357","Feb 14 1884","1884-02-14",,,"3936","0",,"Appletons Journal",,"N. Y.","1880","9","8","576","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:24:10","9720","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10358","Feb 14 1884","1884-02-14",,,"3937","0",,"Appletons Journal",,"N. Y.","1881","10","8","576","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:31:56","9721","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10359","Feb 14 1884","1884-02-14",,,"3938","0",,"Appletons Journal",,"N. Y.","1881","11","8","576","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:33:32","9722","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10360","Feb 14 1884","1884-02-14",,,"3940","0",,"Atlantic Monthly",,"Boston","1881","47","8","876","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:37:37","9723","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10361","Feb 14 1884","1884-02-14",,,"3941","0",,"Atlantic Monthly",,"Boston","1881","48","8","860","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:38:02","9724","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10362","Feb 14 1884","1884-02-14",,,"3942","0",,"Atlantic Monthly",,"Boston","1882","49","8","860","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:40:48","9725","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10363","Feb 27, 1895","1895-02-27",,,"9381","0",,"House Miscel 1st sess Consular Reports",,"Washington","1892","49","8",,"7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:35:35","9726","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10364","Feb 27, 1895","1895-02-27",,,"9382","0",,"Sen. Ex. Doc. 1st sess 53rd Con 1891-2",,"Washington","1892","5","8",,"7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:36:06","9727","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10365","Feb 27, 1895","1895-02-27",,,"9383","0",,"Sen. Ex Doc. U. S. Coast & Geodetic Survey",,"Washington","1893","4","8","552","7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:37:35","9728","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10366","Feb 27, 1895","1895-02-27",,,"9384","0",,"Sen. Ex. Doc.",,"Washington","1892","6","8",,"7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:38:05","9729","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10367","Feb 14 1884","1884-02-14",,,"3943","0",,"Atlantic Monthly",,"Boston","1882","50","8","860","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:41:12","9730","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10368","Feb 27, 1895","1895-02-27",,,"9385","0",,"Sen Ex. Doc  Climate Texas - Cable California Hawaiian Isl",,"Washington","1894","2","8",,"7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:39:05","11533","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10369","Feb 14 1884","1884-02-14",,,"3944","0",,"Atlantic Monthly",,"Boston","1883","51","8","860","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:41:44","9731","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10370","Feb 27, 1895","1895-02-27",,,"9386","0",,"Sen. Journal 2nd Sess 53re Con 1893",,"Washington","1894",,"8","520","7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:39:24","9732","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10371","Feb 14 1884","1884-02-14",,,"3945","0",,"Blackwoods Magazine",,"N Y.","1880","127","8","814","1","Publisher",,,"0.00",,"5",,,"1","104","2010-11-30 11:42:41","9734","AC01_104","533","&CISOPTR=681&CISOSHOW=533"
"10372","Feb 27, 1895","1895-02-27",,,"9387","0",,"Indiana State Board of Agriculture",,"Indpl's Ind","1891",,"8","533","1","Chas F. Kennedy Secy of Agriculture",,,"0.00",,,,,"1","187","2011-05-17 13:40:09","9733","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10373","Feb 22 1893","1893-02-22",,,"8637","0","Edwards Sutherland_","The Secret of the Princess",,"N. York","191","1","12","240","2","Miss M[illegible] P[illegible]ll",,,"0.00",,"1",,,"1","168","2011-01-26 09:13:07","9735","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10374","Feb 22 1893","1893-02-22",,,"8638","0","Talmage T. DeWitt","Night Scenes in City Life",,"Chicago","1891","1","12","252","2","Mrs Ha[illegible]",,,"0.00",,,,,"1","168","2011-01-26 09:14:15","9736","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10375","Feb 27, 1895","1895-02-27",,,"9388","0",,"Annual Rept Sec of Treasury Finance",,"Washington D.C.","1893","2","8","1129","1","Dept. Interior",,,"0.00",,,"Binding is in the page column and page number is in the binding column",,"1","187","2011-05-17 13:41:11","9737","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10376","Feb 22 1893","1893-02-22",,,"8639","0","Hugo_ Victor_","The Hunch Back of Notre Dame",,"N. York",,"1","12","356","2","Mrs Ha[illegible]",,,"0.00",,"1",,,"1","168","2011-01-26 09:14:32","9738","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10377","Feb 22 1893","1893-02-22",,,"8640","0","Broughton_ Rhoda_","Second Thoughts",,"N. York",,"1","12",,"2","Mrs Ha[illegible]",,,"0.00",,"1",,,"1","168","2011-01-26 09:14:48","9739","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10378","Feb 27, 1895","1895-02-27",,,"9389","0",,"House Rept - 1st sess 52nd Con Pension Office Investigation",,"Washington D.C.","1892","9","8","2618","7","Dept Interior",,,"0.00",,,,,"1","187","2011-05-17 13:42:13","9740","AC01_187","616","&CISOPTR=681&CISOSHOW=616"
"10379","Nov 6, 1900","1900-11-06",,,"12416","0","Lloyd, John Uri","Stringtowon on the Pike","Dodd, Mead & C","N. York","1900",,"12","413","1","Board","1","1-50-0-0-0","1.50","&pound;1 1s 50d","5",,,"2","16","2011-02-22 09:28:54","9741","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10380","Nov 12, 1900","1900-11-12",,,"12417","0","Hope, Anthony","Quisante","F. A. Stokes & C","N. York","1900",,"12","376","1","Board","1","1-50-0-0-0","1.50","&pound;1 1s 50d","1",,,"2","16","2011-02-22 09:29:45","9742","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10381","Nov 12, 1900","1900-11-12","'35","1935-01-01","12418","0","Crawford_ F. M_","Pietro Ghisleri","McMillan & Co.","N. York","1893",,"12","429","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:30:42","9743","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10382","Nov 12, 1900","1900-11-12","Aug 1923","1923-08-01","12419","0","Hichens_Robt S","An Imaginative Man","D. Appleton & Co.","N. York","1895",,"12","289","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:31:37","9744","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10383","Oct 6 1902","1902-10-06",,,"13666","0","The Upsom Walton Co.","Rope","Forman, Bassett, Hatch Co","Cleaveland, Ohio","1902",,"12","66",,"Upsom, Walton Co.",,,"0.00",,"1",,,"2","49","2010-05-06 10:36:03","9745","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10384","Oct 6 1902","1902-10-06","12/38","1938-12-01","13667","0","Parsons,_ Prof. Frank","The City for the People","C.F. Taylor","Chestnut St. Phila.","1902",,"8","704","1","author",,,"0.00",,,,,"2","49","2010-05-06 10:41:47","9746","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10385","Oct 6 1902","1902-10-06",,,"13668","0",,"Descisions of the Comptroller of the Treasury.-July 1901-June, 1902","Gov. Printing Office","Wash'n D.C.","1902","vol 8","8","987","7","Supt Documents",,,"0.00",,,,,"2","49","2010-05-06 10:47:34","9747","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10386","Oct 6 1902","1902-10-06",,,"13669","0",,"U. States Army Reg. Appendix to June 30th. 1902","Gov. Printing Office","Wash'n D.C.","1902","8","8","427","1","Supt Documents",,,"0.00",,,,,"2","49","2010-08-30 14:33:05","11644","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10387","Nov 12, 1900","1900-11-12","Aug 1923","1923-08-01","12420","0","Hayes, Aug. A.","The Jesuit's Ring","Chas Scribners Sons","N. York","1887",,"12","306","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:32:15","9748","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10388","Feb 14 1884","1884-02-14",,,"3946","0",,"Blackwoods Magazine",,"N Y","1880","128","8","795","1","Publishers",,,"0.00",,"5","Date column has month and day indicated by ditto marks, carried over from previous page.",,"1","105","2010-11-30 12:12:37","9749","AC01_104","533","&CISOPTR=681&CISOSHOW=534"
"10389","Oct 6 1902","1902-10-06",,,"13670","0",,"18th Rept of U.S. Civil Service Commission July 1900-June 1901.","Gove Printing Office","Wash'n D.C.","1902","vol 8","8","608","1","Supt Documents",,,"0.00",,,,,"2","49","2010-08-30 14:41:18","9750","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10390","Feb 14 1884","1884-02-14",,,"3947","0",,"Blackwoods Magazine",,"N Y","1881","129","8","816","1","Publishers",,,"0.00",,"5","Date column has month and day indicated by ditto marks, carried over from previous page.",,"1","105","2010-11-30 12:12:21","9751","AC01_104","533","&CISOPTR=681&CISOSHOW=534"
"10391","Nov 12, 1900","1900-11-12",,,"12421","0","Le Voleur","For Love of a Bedouin Maid","Rand & McNally","Chicago Ill & N. Y.","1887",,"12","421","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:38:27","9752","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10392","Oct 6 1902","1902-10-06",,,"13671","0",,"Gen'l Index to the Published Volumes. Diplomatic Cor. & Foreign Relations U.S.","Gov. Printing Office","Wash'n D.C.","1861-1899",,"8","945","1","Supt Documents",,,"0.00",,,"In ""Date"" field: wd. trans to doc collection",,"2","49","2010-08-30 14:41:29","9753","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10393","Feb 22 1893","1893-02-22",,,"8641","0","Wilter Jno Strange_","Buttons & Bootles Baby_",,"N. York_",,,,,,"Ma[illegible] Hagad[illegible]",,,"0.00",,"1",,,"1","168","2011-01-26 11:21:30","9754","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10394","Oct 6 1902","1902-10-06",,,"13672","0",,"The Ephemeris & Nautical Almanac","Gov. Printing Office","Wash'n D.C.","1904",,"8","591","1","Supt Documents",,,"0.00",,,,,"2","49","2010-08-30 14:41:45","11645","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10395","Feb 14 1884","1884-02-14",,,"3948","0",,"Blackwoods Magazine",,"N Y","1881","130","8","814","1","Publishers",,,"0.00",,"5","Date column has month and day indicated by ditto marks, carried over from previous page.",,"1","105","2010-11-30 12:12:07","9755","AC01_104","533","&CISOPTR=681&CISOSHOW=534"
"10396","Feb 22 1893","1893-02-22",,,"8642","0","George Henry_","Progress & Poverty",,"N. York",,,,,,"Mrs Sarah Ha[illegible]",,,"0.00",,"1",,,"1","168","2011-01-26 09:15:48","9756","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10397","Feb 14 1884","1884-02-14",,,"3949","0",,"Blackwoods Magazine",,"N Y","1882","131","8","819","1","Publishers",,,"0.00",,"5","Date column has month and day indicated by ditto marks, carried over from previous page.",,"1","105","2010-11-30 12:11:48","9757","AC01_104","533","&CISOPTR=681&CISOSHOW=534"
"10398","Nov 12, 1900","1900-11-12",,,"12422","0","Chambers_Robt W","Lorraine","Harper & Bros","N. York & London","1898",,"12","338","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:36:00","9758","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10399","Feb 14 1884","1884-02-14",,,"3950","0",,"Blackwoods Magazine",,"N Y","1882","132","8","822","1","Publishers",,,"0.00",,"5","Date column has month and day indicated by ditto marks, carried over from previous page.",,"1","105","2010-11-30 12:11:20","9759","AC01_104","533","&CISOPTR=681&CISOSHOW=534"
"10400","Feb 22 1893","1893-02-22",,,"8643","0",,"Romance","Romance Pub. Co.","N. York",,,,,,"Sample Copy",,,"0.00",,"1","Publisher recorded in the author/title column.",,"1","168","2011-01-26 09:17:46","9760","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10401","Feb 23 1893","1893-02-23",,,"8644","0",,"Muncie City Ordinances",,"Richmond Ind.","1892","1","8","224","7","Mayor Arthur W. Brady",,,"0.00",,"1",,,"1","168","2011-01-26 09:18:02","9761","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10402","Feb 23 1893","1893-02-23","'31","1931-01-01","8645","0","Shriner Chas. A._","Paterson New Jersey [illegible]",,"Paterson N. Jersey","1890","1","4","326",,"Mayor Arthur W. Brady",,,"0.00",,"1",,,"1","168","2011-01-26 09:18:28","9762","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10403","Feb 23 1893","1893-02-23","11/36","1936-11-01","8646","0","Manson_ George D_","Work for Women",,"N. York","1883","1","16","139","2","Purchased by City",,"0-42-0-0-0","0.42","&pound;0 0s 42d","5",,,"1","168","2011-01-26 09:18:41","9763","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10404","Feb 23 1893","1893-02-23","Dec '33","1933-12-01","8647","0","Demille Jas._","The Dodge Club",,"N. York",,"1","8","133","1",,,,"0.00",,"5",,"Price covered with ink smudge.","1","168","2011-01-26 09:18:58","9764","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10405","Feb 23 1893","1892-02-23",,,"8648","0","Hay_ Mary Cecil_","A Dark Inheritance",,"N. York",,"1","12","99","1","Purchased by City",,"0-70-0-0-0","0.70","&pound;0 0s 70d","5",,,"1","168","2011-01-26 09:19:13","9765","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10406","Nov 12, 1900","1900-11-12","11/'36","1936-11-01","12423","0","Chambers_Robt W._","Ashes of An Empire","F.A. Stokes & Co.","N. York","1898",,"12","342","1","George A. Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:37:27","9766","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10407","Feb 23 1893","1893-02-23",,,"8649","0","Heimburg_ W._","My Hearts Darling & the Polish Jew",,"N. York",,"1","12",,"1","Purchased by City",,"0-26-0-0-0","0.26","&pound;0 0s 26d","5",,,"1","168","2011-01-26 09:19:36","9767","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10408","Feb 23 1893","1893-02-23",,,"8650","0","Black Wm.","That Beautiful Wretch",,"N. York",,"1","12","240","1","Purchased by City",,"0-68-0-0-0","0.68","&pound;0 0s 68d","5",,,"1","168","2011-01-26 09:19:56","9768","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10409","Nov 12, 1900","1900-11-12",,,"12424","0","Johnston_ Mary","Prisoners of Hope","Houghton, Mifflin","N. York & Boston","1899",,"12","378","1","George A Ball",,,"0.00",,"1","Discarded",,"2","16","2011-02-22 09:39:27","9769","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10410","Feb 23 1893","1893-02-23",,,"8651","0","Bowman Anne_","The Castaways",,"London Eng",,"1","12","444","1","Purchased by City","1","0-63-0-0-0","0.63","&pound;0 0s 63d","5",,,"1","168","2011-01-26 09:20:11","9770","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10411","Feb 23 1893","1893-02-23","Dec 1911","1911-12-01","8652","0","Blackmore_ R.D","Erema; or, My Fathers Sin",,"London Eng","1888","1","12","437","1","Purchased by City","1","0-63-0-0-0","0.63","&pound;0 0s 63d","5",,,"1","168","2011-01-26 09:20:27","9771","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10412","Feb 23 1893","1893-02-23",,,"8653","0","Woods_ Mrs. Henry_","The Master of Graylands",,"London Eng","1890","1","12","437","1","Purchased by City",,"0-88-0-0-0","0.88","&pound;0 0s 88d","5",,,"1","168","2011-01-26 09:20:42","9772","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10413","Feb 23 1893","1893-02-23",,,"8654","0","Woods_ Mrs. Henry_","Roland Yorke",,"London Eng","1892","1","12","469","1","Purchased by City",,"0-88-0-0-0","0.88","&pound;0 0s 88d","5",,,"1","168","2011-01-26 09:21:00","9773","AC01_168","597","&CISOPTR=681&CISOSHOW=597"
"10414","Nov 12, 1900","1900-11-12","'31","1931-01-01","12425","0","Thomkins_Elis R._","Her Majesty","G.P. Putnam's Sons","N. York & London",,,"12","222","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:42:09","9774","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
